1561668114558383370,15
1561668115582459314,8
1561668116504420816,7
1561668117527208230,9
1561668118551164091,8
1561668119576264270,7
1561668120496886795,7
1561668121624130370,7
1561668122577842014,10
1561668123569934653,9
1561668124490278611,8
1561668125617643436,10
1561668126538326864,6
1561668127564504882,8
1561668128587100213,5
1561668129507763663,6
1561668130635203240,8
1561668131485640413,7
1561668134117168698,7
1561668134125517758,9
1561668134488695174,7
1561668135514929093,6
1561668136574387939,7
1561668137494818288,6
1561668138519008818,5
1561668139542944506,6
1561668140570756847,8
1561668141488503599,6
1561668142512534749,6
1561668143536606187,7
1561668144561996431,6
1561668145585424369,7
1561668146506075599,5
1561668147530231778,7
1561668148555138374,6
1561668149578935483,6
1561668150499716214,9
1561668151543225846,6
1561668152547724469,4
1561668153572692482,7
1561668154493786774,7
1561668155517283361,10
1561668156541269649,6
1561668157565971839,6
1561668158486781394,7
1561668159510849671,7
1561668160534695061,6
1561668161559490293,7
1561668162583876848,6
1561668163537563271,6
1561668164528488209,5
1561668165555231726,10
1561668166577713121,7
1561668167498019733,9
1561668168555131827,11
1561668169545993826,8
1561668170570948593,11
1561668171492191982,10
1561668172618996477,8
1561668173539504342,10
1561668174564249668,9
1561668175588979995,9
1561668176509290892,8
1561668177533276337,9
1561668178558169552,6
1561668179583275049,8
1561668180502762919,8
1561668181526771925,8
1561668182551682466,9
1561668183575787753,8
1561668184496249656,9
1561668185520403569,10
1561668186577532270,7
1561668187569752951,9
1561668188490049469,6
1561668189514979227,7
1561668190538053230,6
1561668191562864995,7
1561668192587011005,7
1561668193507450802,8
1561668194531580128,6
1561668195556272841,6
1561668196580610368,6
1561668197501255077,5
1561668198558300555,5
1561668199549223153,5
1561668200573980555,5
1561668201597248226,6
1561668202518794677,5
1561668203543373425,5
1561668204567620271,4
1561668205488406067,6
1561668206512427735,4
1561668207536482442,6
1561668208561465491,5
1561668209585305041,4
1561668210609115477,10
1561668211529973901,5
1561668212554870126,3
1561668213578900005,5
1561668214532862978,6
1561668215523708465,5
1561668216547718524,4
1561668217572425033,5
1561668218493305233,5
1561668219517299133,6
1561668220541300450,5
1561668221566032194,5
1561668222486930135,5
1561668223510877035,5
1561668224534891110,6
1561668225559693731,7
1561668226583716056,8
1561668227504545823,7
1561668228528625979,9
1561668229552504576,9
1561668230577481069,7
1561668231498221519,8
1561668232522224563,7
1561668233546341668,9
1561668234571144018,7
1561668235492262820,8
1561668236515833944,7
1561668237539791513,7
1561668238565080247,5
1561668239485514146,7
1561668240510005403,6
1561668241533631823,7
1561668242557594972,9
1561668243582322192,6
1561668244502981975,9
1561668245527094633,7
1561668246551078599,5
1561668247576029195,9
1561668248496799771,7
1561668249521639847,5
1561668250544788580,5
1561668251485749829,7
1561668254739040499,7
1561668254747811020,8
1561668254747853542,6
1561668255527440671,5
1561668256587233918,3
1561668257508201351,7
1561668258532756961,3
1561668259556832144,4
1561668260581421272,6
1561668261604884960,5
1561668262510897163,4
1561668263550372050,7
1561668264574579223,4
1561668265496072247,4
1561668266519307431,5
1561668267543484860,6
1561668268568050616,4
1561668269489909053,5
1561668270513867463,9
1561668271537966334,4
1561668272574091703,5
1561668273585863922,6
1561668274506762161,4
1561668275530741993,6
1561668276555406632,6
1561668277579659046,4
1561668278500545111,5
1561668279524565291,6
1561668280548484188,4
1561668281573413950,5
1561668282494870628,3
1561668283517993122,6
1561668284542001319,6
1561668285668563052,9
1561668286487733764,6
1561668287512405611,7
1561668288535660251,10
1561668289561070119,8
1561668290584480330,8
1561668291505459124,8
1561668292529456809,9
1561668293554284148,8
1561668294578371833,8
1561668295498969254,8
1561668296558474568,7
1561668297547071748,9
1561668298572005771,9
1561668299493514825,7
1561668300516841597,8
1561668301541585846,10
1561668302565961999,9
1561668303486416509,9
1561668304510307114,10
1561668305534546788,7
1561668306559230694,8
1561668307583429301,9
1561668308607121463,3
1561668309528167438,7
1561668310553790585,7
1561668311577193751,7
1561668312497765779,7
1561668313522616911,8
1561668314545805420,6
1561668315570776712,6
1561668316491739506,5
1561668317515585888,7
1561668318539542390,6
1561668319564232023,6
1561668320587916550,7
1561668321509145174,6
1561668322533200050,6
1561668323558060021,7
1561668324582455259,7
1561668325502770829,7
1561668326526772442,7
1561668327551455810,6
1561668328575810199,6
1561668329496537046,9
1561668330520765932,9
1561668331544629967,6
1561668332569457681,7
1561668333490281683,5
1561668334515099154,4
1561668335538311606,9
1561668336563127832,7
1561668337587285294,6
1561668338507983714,7
1561668339532057392,6
1561668340557098391,6
1561668341580944969,7
1561668342604943922,5
1561668343558861627,6
1561668344549755659,8
1561668345574623298,8
1561668346495396281,6
1561668347519365104,9
1561668348543437024,11
1561668349596347805,10
1561668350490067982,10
1561668351513145564,10
1561668352537151166,9
1561668353562143584,10
1561668354585991233,11
1561668355507648948,9
1561668356530899269,7
1561668357555805893,10
1561668358580449997,6
1561668359500470263,8
1561668360524583602,7
1561668361548648655,8
1561668362573414917,11
1561668363494270952,9
1561668364519213124,8
1561668365542408236,10
1561668366567231113,7
1561668367487969785,7
1561668368512010351,6
1561668369569196026,7
1561668370560134187,8
1561668371484228676,8
1561668372485455722,7
1561668373484421351,8
1561668374759617015,6
1561668375578568312,7
1561668376604331896,7
1561668377483834329,6
1561668378547446721,6
1561668379572304250,7
1561668380493189325,6
1561668381517197940,6
1561668382541159981,6
1561668383566023674,5
1561668384486780208,7
1561668385481135263,9
1561668386534872010,4
1561668387574525018,7
1561668388585106511,6
1561668389504568427,6
1561668390528605626,11
1561668391655114453,6
1561668392577453587,6
1561668393498264634,6
1561668394522354204,5
1561668395546380577,8
1561668396571069844,7
1561668397492054805,6
1561668398619171330,7
1561668399539931332,6
1561668400565322874,6
1561668401589043633,8
1561668402509796012,6
1561668403533825287,6
1561668404557798129,9
1561668405581955962,7
1561668406503625152,8
1561668407547216044,9
1561668408551662669,7
1561668409576750586,10
1561668410497511243,11
1561668411521285672,9
1561668412545669613,8
1561668413570158767,12
1561668414490879264,9
1561668415516381641,10
1561668416539704603,7
1561668417600090806,9
1561668418587686036,8
1561668419508700814,8
1561668420532742585,8
1561668421589939905,8
1561668422581566923,11
1561668423502491865,9
1561668424527213688,8
1561668425583862993,10
1561668426575435547,8
1561668427496146713,7
1561668428520234275,8
1561668429544240287,7
1561668430773965195,7
1561668431489845095,9
1561668432514780739,5
1561668433537929006,7
1561668434562764784,5
1561668435586788991,7
1561668436610950129,5
1561668437531676594,7
1561668438557090593,5
1561668439580618275,6
1561668440503941082,7
1561668441525916669,6
1561668442549474204,6
1561668443574542909,6
1561668444495077961,7
1561668445519431405,6
1561668446544329506,6
1561668447568463581,9
1561668448489977849,6
1561668449512934649,6
1561668450536906564,10
1561668451561001810,6
1561668452586144431,6
1561668453506883431,7
1561668454530660030,5
1561668455555464315,7
1561668456579655991,7
1561668457500358719,7
1561668458524391219,6
1561668459548436960,6
1561668460573310667,6
1561668461494079222,6
1561668462517943658,7
1561668463542181017,7
