38,1,0
3,1,0
37,1,0
2,1,0
3,1,0
2,1,0
2,1,0
2,1,0
2,1,0
2,1,0
2,1,0
2,1,0
7,1,0
2,1,0
6,1,0
5,1,0
3,1,0
3,1,0
2,1,0
3,1,0
223,1,0
410,1,0
511,1,0
12,1,0
4,1,0
3,1,0
42,1,0
20,1,0
9,1,0
6,1,0
12,1,0
3,1,0
28,1,0
6,1,0
2,1,0
2,1,0
3,1,0
15,1,0
7,1,0
2,1,0
6,1,0
3,1,0
23,1,0
19,1,0
2,1,0
9,1,0
19,1,0
6,1,0
7,1,0
5,1,0
2,1,0
4,1,0
21,1,0
8,1,0
2,1,0
3,1,0
6,1,0
2,1,0
4,1,0
2,1,0
6,1,0
3,1,0
10,1,0
13,1,0
2,1,0
4,1,0
2,1,0
2,1,0
2,1,0
2,1,0
3,1,0
3,1,0
7,1,0
20,1,0
2,1,0
2,1,0
2,1,0
2,1,0
2,1,0
10,1,0
33,1,0
34,1,0
24,1,0
20,1,0
3,1,0
2,1,0
2,1,0
7,1,0
2,1,0
2,1,0
4,1,0
2,1,0
4,1,0
10,1,0
4,1,0
2,1,0
2,1,0
2,1,0
3,1,0
2,1,0
2,1,0
19,1,0
5,1,0
10,1,0
9,1,0
2,1,0
2,1,0
2,1,0
2,1,0
2,1,0
187,1,0
200,1,0
451,1,0
76,1,0
17,1,0
12,1,0
24,1,0
20,1,0
6,1,0
5,1,0
7,1,0
11,1,0
14,1,0
8,1,0
10,1,0
6,1,0
6,1,0
3,1,0
2,1,0
2,1,0
2,1,0
3,1,0
4,1,0
8,1,0
13,1,0
2,1,0
3,1,0
29,1,0
16,1,0
2,1,0
6,1,0
3,1,0
2,1,0
10,1,0
2,1,0
3,1,0
2,1,0
3,1,0
2,1,0
2,1,0
2,1,0
4,1,0
2,1,0
8,1,0
4,1,0
3,1,0
2,1,0
3,1,0
2,1,0
4,1,0
26,1,0
3,1,0
2,1,0
9,1,0
17,1,0
5,1,0
2,1,0
3,1,0
2,1,0
8,1,0
6,1,0
22,1,0
6,1,0
12,1,0
6,1,0
3,1,0
2,1,0
7,1,0
12,1,0
7,1,0
2,1,0
73,1,0
3,1,0
7,1,0
3,1,0
2,1,0
2,1,0
23,1,0
2,1,0
2,1,0
4,1,0
2,1,0
6,1,0
29,1,0
4,1,0
3,1,0
2,1,0
2,1,0
2,1,0
4,1,0
87,1,0
190,1,0
363,1,0
81,1,0
13,1,0
2,1,0
17,1,0
11,1,0
27,1,0
3,1,0
2,1,0
11,1,0
4,1,0
5,1,0
4,1,0
4,1,0
3,1,0
2,1,0
4,1,0
2,1,0
2,1,0
6,1,0
4,1,0
8,1,0
3,1,0
3,1,0
2,1,0
4,1,0
5,1,0
2,1,0
10,1,0
3,1,0
2,1,0
7,1,0
3,1,0
3,1,0
2,1,0
3,1,0
2,1,0
2,1,0
4,1,0
2,1,0
7,1,0
5,1,0
8,1,0
3,1,0
2,1,0
3,1,0
2,1,0
2,1,0
2,1,0
2,1,0
6,1,0
7,1,0
4,1,0
3,1,0
2,1,0
3,1,0
2,1,0
8,1,0
8,1,0
18,1,0
3,1,0
7,1,0
6,1,0
3,1,0
4,1,0
3,1,0
12,1,0
6,1,0
2,1,0
6,1,0
